traffic,item,Time,video,Image_index
w-outbound,with food,719.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1775
w-inbound,None,719.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1779
w-outbound,with brood,719.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1782
w-outbound,None,719.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1787
w-outbound,with food,719.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1790
w-inbound,None,719.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_0.mp4,1794
min-s-onbound,,720.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,8
w-outbound,None,720.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,13
w-outbound,with food,720.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,28
w-outbound,None,721.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,42
w-outbound,with food,721.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,50
w-outbound,None,721.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,58
w-outbound,with brood,721.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,59
w-outbound,with food,722.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,62
w-outbound,None,722.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,73
w-outbound,None,722.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,86
w-outbound,with food,723.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,93
maj-s-inbound,,723.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,101
w-outbound,None,723.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,104
w-outbound,None,723.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,113
w-inbound,None,723.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,118
w-outbound,with brood,724.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,122
w-outbound,None,724.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,135
w-inbound,None,724.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,139
w-inbound,None,724.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,149
w-outbound,None,725.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,159
w-inbound,None,725.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,164
maj-s-onbound,,725.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,170
w-outbound,with brood,725.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,175
w-inbound,None,726,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,180
w-outbound,with brood,726.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,183
min-s-onbound,,726.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,192
w-outbound,with brood,726.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,198
w-outbound,with food,726.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,205
w-outbound,None,727.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,211
w-outbound,None,727.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,215
w-outbound,with brood,727.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,218
w-inbound,None,727.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,219
w-outbound,None,727.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,225
w-outbound,with brood,727.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,229
w-outbound,with food,727.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,234
w-outbound,with brood,728.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,241
w-outbound,with brood,728.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,242
w-inbound,None,728.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,243
w-outbound,with food,728.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,253
w-outbound,with food,728.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,256
w-inbound,None,728.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,260
w-outbound,with brood,728.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,263
w-outbound,with food,729.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,273
maj-s-inbound,,729.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,274
w-outbound,None,729.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,277
w-inbound,None,729.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,280
w-outbound,with food,729.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,284
w-outbound,with brood,729.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,288
w-outbound,None,729.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,293
w-inbound,None,729.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,294
w-outbound,None,729.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,297
w-outbound,None,730.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,304
w-outbound,with food,730.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,308
w-outbound,with food,730.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,317
w-outbound,with food,730.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,325
maj-s-onbound,,730.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,326
min-s-onbound,,731.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,332
w-outbound,None,731.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,333
w-outbound,with food,731.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,340
min-s-onbound,,731.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,345
maj-s-onbound,,731.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,346
min-s-onbound,,731.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,348
min-s-onbound,,731.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,349
w-outbound,None,731.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,350
min-s-onbound,,731.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,359
maj-s-onbound,,732.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,361
maj-s-onbound,,732.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,368
w-outbound,None,732.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,369
w-outbound,None,732.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,379
w-outbound,with food,732.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,384
w-outbound,None,733.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,394
w-outbound,None,733.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,396
min-s-onbound,,733.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,397
w-inbound,None,733.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,406
w-outbound,with brood,733.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,407
w-outbound,None,733.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,409
w-outbound,with food,734.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,434
w-inbound,None,734.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,441
w-outbound,None,734.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,442
w-outbound,with food,734.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,449
w-outbound,None,735.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,453
min-s-onbound,,735.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,454
w-outbound,with food,735.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,459
maj-s-onbound,,736,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,480
w-outbound,None,736.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,490
maj-s-onbound,,736.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,491
maj-s-onbound,,736.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,497
w-outbound,None,736.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,499
w-outbound,with food,736.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,506
w-outbound,None,737.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,514
w-outbound,with food,737.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,519
w-outbound,with food,737.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,530
w-outbound,with brood,737.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,533
w-outbound,None,737.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,537
min-s-onbound,,738.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,542
w-outbound,with brood,738.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,544
maj-s-inbound,,738.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,549
w-outbound,None,738.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,552
w-outbound,None,738.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,556
w-inbound,None,738.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,567
w-outbound,None,738.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,568
w-outbound,None,739.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,578
min-s-onbound,,739.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,583
w-outbound,with food,739.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,598
w-outbound,with brood,740.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,602
w-inbound,None,740.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,611
w-outbound,None,740.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,613
w-inbound,None,740.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,626
w-outbound,with food,740.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,627
w-outbound,None,741.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,638
w-outbound,with food,741.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,646
w-outbound,None,741.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,655
w-outbound,None,742.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,668
w-inbound,None,742.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,669
maj-s-inbound,,742.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,674
w-outbound,with food,742.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,677
w-outbound,None,742.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,687
w-outbound,None,743,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,690
w-outbound,with food,743.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,697
w-outbound,with food,743.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,707
w-outbound,None,743.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,712
w-outbound,None,743.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,715
w-outbound,None,744,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,720
w-inbound,None,744.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,727
w-outbound,None,744.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,727
min-s-onbound,,744.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,729
w-outbound,with brood,744.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,729
w-outbound,with food,744.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,738
w-outbound,with food,744.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,747
w-outbound,with food,745.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,754
w-outbound,with brood,745.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,759
w-outbound,with brood,745.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,765
w-outbound,with brood,745.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,771
w-outbound,with food,746,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,780
w-outbound,with brood,746.2,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,786
min-s-inbound,,746.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,791
w-outbound,with brood,746.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,793
w-outbound,with food,746.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,800
w-outbound,with food,746.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,806
w-outbound,with food,747.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,812
w-outbound,with food,747.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,820
w-outbound,with food,747.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,822
w-outbound,None,747.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,829
w-outbound,with brood,747.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,834
w-outbound,with food,748,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,840
w-outbound,with brood,748.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,844
w-outbound,None,748.367,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,851
w-outbound,with food,748.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,855
w-outbound,None,748.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,860
w-outbound,with brood,748.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,863
w-outbound,None,749.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,871
w-inbound,None,749.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,873
min-s-onbound,,749.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,879
w-outbound,None,749.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,883
w-outbound,with brood,749.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,890
w-outbound,None,749.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,892
w-outbound,with brood,750,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,900
w-outbound,None,750.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,903
w-inbound,None,750.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,905
maj-s-onbound,,750.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,910
min-s-onbound,,750.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,914
w-outbound,None,750.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,922
w-outbound,None,750.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,923
w-outbound,with brood,750.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,925
min-s-onbound,,750.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,929
w-inbound,None,751,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,930
w-outbound,None,751.233,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,937
w-outbound,None,751.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,939
min-s-onbound,,751.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,943
w-outbound,with brood,751.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,947
w-outbound,with brood,751.7,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,951
w-outbound,None,751.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,956
w-outbound,None,752.067,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,962
maj-s-inbound,,752.1,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,963
w-outbound,None,752.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,969
min-s-onbound,,752.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,974
w-outbound,with brood,752.733,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,982
w-outbound,None,752.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,983
w-outbound,None,753.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,994
maj-s-onbound,,753.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1007
w-outbound,None,753.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1008
w-outbound,with food,753.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1016
w-outbound,None,753.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1017
min-s-onbound,,754.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1021
maj-s-onbound,,754.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1025
w-outbound,None,754.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1028
w-outbound,None,754.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1030
w-outbound,with brood,754.4,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1032
min-s-onbound,,754.767,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1043
w-outbound,None,754.8,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1044
min-s-onbound,,754.833,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1045
w-outbound,None,755.133,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1054
w-outbound,with food,755.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1055
w-outbound,None,755.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1066
w-outbound,with food,755.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1067
w-outbound,with food,755.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1077
maj-s-onbound,,756.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1085
w-outbound,with food,756.3,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1089
min-s-onbound,,756.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1090
min-s-inbound,,756.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1093
min-s-onbound,,756.5,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1095
w-outbound,with brood,756.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1099
min-s-onbound,,756.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1100
w-outbound,with food,756.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1109
w-outbound,None,757,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1110
w-outbound,None,757.033,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1111
w-outbound,with brood,757.267,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1118
maj-s-onbound,,757.533,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1126
w-outbound,with food,757.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1127
w-inbound,None,757.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1136
w-outbound,None,757.9,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1137
w-outbound,None,757.933,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1138
maj-s-onbound,,758.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1145
w-outbound,None,758.467,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1154
min-s-onbound,,758.633,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1159
w-inbound,None,758.667,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1160
w-outbound,with brood,758.867,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1166
w-outbound,with food,759.167,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1175
w-outbound,None,759.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1180
w-outbound,None,759.567,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1187
w-outbound,with food,759.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1188
w-outbound,with food,759.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1199
w-outbound,with food,760.333,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1210
w-outbound,None,760.433,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1213
w-outbound,None,760.6,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1218
w-outbound,with food,760.967,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1229
w-outbound,None,761,videos\Lon_lon_NM23074_nest-emigration_230607_04_clip_1.mp4,1230
